school_name,school_section,cca_grouping_desc,cca_generic_name,cca_customized_name
GONGSHANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
GONGSHANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,Basketball
GONGSHANG PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,na
GONGSHANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FLOORBALL,na
GONGSHANG PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),na
GONGSHANG PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INTERNATIONAL CHESS,na
GONGSHANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na
GONGSHANG PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
GONGSHANG PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,SPEECH AND DRAMA,na
GONGSHANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,STRING ENSEMBLE,na
GONGSHANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TRACK AND FIELD,na
GONGSHANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
GREENDALE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ART AND CRAFTS,na
GREENDALE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
GREENDALE PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
GREENDALE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
GREENDALE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,na
GREENDALE PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
GREENDALE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,GUITAR ENSEMBLE,na
GREENDALE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),na
GREENDALE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INTERNATIONAL CHESS,na
GREENDALE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na
GREENDALE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,na
GREENDALE PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,RED CROSS YOUTH,na
GREENDALE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,SOFTBALL,na
GREENDALE PRIMARY SCHOOL,PRIMARY,OTHERS,STUDENT LEADERSHIP (PREFECT),na
GREENDALE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,na
GREENDALE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,na
GREENDALE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
GREENDALE SECONDARY SCHOOL,SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,ANGKLUNG/KULINTANG ENSEMBLE,ANGKLUNG ENSEMBLE
GREENDALE SECONDARY SCHOOL,SECONDARY (S1-S5),CLUBS AND SOCIETIES,ART AND CRAFTS,ART & CULTURE CLUB
GREENDALE SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,CANOEING,na
GREENDALE SECONDARY SCHOOL,SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,GREENDALE ORCHESTRA
GREENDALE SECONDARY SCHOOL,SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,CHOIR,CHORALE
GREENDALE SECONDARY SCHOOL,SECONDARY (S1-S5),CLUBS AND SOCIETIES,DIGITAL MEDIA,GREENDALE BROGADCASTING CLUB
GREENDALE SECONDARY SCHOOL,SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,THEATRICKS!
GREENDALE SECONDARY SCHOOL,SECONDARY (S1-S5),CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,GREENDALE GREEN CLUB
GREENDALE SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,FENCING,na
GREENDALE SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,FLOORBALL,na
GREENDALE SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,FOOTBALL,na
GREENDALE SECONDARY SCHOOL,SECONDARY (S1-S5),CLUBS AND SOCIETIES,MEDIA RESOURCE LIBRARY,LIBRARY
GREENDALE SECONDARY SCHOOL,SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,MODERN DANCE,DANCE ENSEMBLE
GREENDALE SECONDARY SCHOOL,SECONDARY (S1-S5),UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),NATIONAL CADET CORPS (AIR)
GREENDALE SECONDARY SCHOOL,SECONDARY (S1-S5),UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na
GREENDALE SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,OUTDOOR ADVENTURE,ODAC
GREENDALE SECONDARY SCHOOL,SECONDARY (S1-S5),UNIFORMED GROUPS,RED CROSS YOUTH,na
GREENDALE SECONDARY SCHOOL,SECONDARY (S1-S5),CLUBS AND SOCIETIES,ROBOTICS,na
GREENDALE SECONDARY SCHOOL,SECONDARY (S1-S5),CLUBS AND SOCIETIES,SINGAPORE YOUTH FLYING CLUB,na
GREENDALE SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,SOFTBALL,na
GREENDALE SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,SP-CCA (ATHLETICS),na
GREENRIDGE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ART AND CRAFTS,ART EXPRESSION
GREENRIDGE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
GREENRIDGE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
GREENRIDGE PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
GREENRIDGE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,BRASS BAND,na
GREENRIDGE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CULTURAL DANCE,INTERNATIONAL DANCE
GREENRIDGE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,DRAMA CLUB
GREENRIDGE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,GREEN & INNOVATION CLUB
GREENRIDGE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
GREENRIDGE PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
GREENRIDGE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,na
GREENRIDGE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,HOCKEY,na
GREENRIDGE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),na
GREENRIDGE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,MEDIA RESOURCE LIBRARY,LIBRARY
GREENRIDGE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,na
GREENRIDGE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS,na
GREENRIDGE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,ROCKWALL CLIMBING,SPORT CLIMBING
GREENRIDGE PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
GREENRIDGE PRIMARY SCHOOL,PRIMARY,OTHERS,STUDENT LEADERSHIP (PREFECT),na
GREENRIDGE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
GREENRIDGE SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,BADMINTON,na
GREENRIDGE SECONDARY SCHOOL,SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,CONCERT BAND,na
GREENRIDGE SECONDARY SCHOOL,SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,na
GREENRIDGE SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,FOOTBALL,na
GREENRIDGE SECONDARY SCHOOL,SECONDARY (S1-S5),UNIFORMED GROUPS,GIRLS' BRIGADE,na
GREENRIDGE SECONDARY SCHOOL,SECONDARY (S1-S5),CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),na
GREENRIDGE SECONDARY SCHOOL,SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,MODERN DANCE,na
GREENRIDGE SECONDARY SCHOOL,SECONDARY (S1-S5),UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),na
GREENRIDGE SECONDARY SCHOOL,SECONDARY (S1-S5),UNIFORMED GROUPS,NATIONAL CIVIL DEFENCE CADET CORPS,na
GREENRIDGE SECONDARY SCHOOL,SECONDARY (S1-S5),UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na
GREENRIDGE SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,NETBALL,na
GREENRIDGE SECONDARY SCHOOL,SECONDARY (S1-S5),CLUBS AND SOCIETIES,ROBOTICS,na
GREENRIDGE SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,RUGBY,na
GREENRIDGE SECONDARY SCHOOL,SECONDARY (S1-S5),UNIFORMED GROUPS,SCOUTS,na
GREENRIDGE SECONDARY SCHOOL,SECONDARY (S1-S5),CLUBS AND SOCIETIES,SINGAPORE YOUTH FLYING CLUB,na
GREENRIDGE SECONDARY SCHOOL,SECONDARY (S1-S5),OTHERS,STUDENT LEADERSHIP (COUNCIL),na
